	context_id	word	gold_sense_id	predict_sense_id	positions	context
505	2579	деление		1	30-38	Некоторые элементы в процессе деления испускают нейтроны
506	2580	деление		2	0-8	Деления шкалы на ручке терморегулятора обозначены условно цифрами от «1» (наиболее высокая температура в камере) до «5» (наиболее низкая температура в камере)
507	2581	дельфин		1	71-79	За этот короткий срок мне предстояло освоить ныряние, плавание стилем «дельфин», кульбиты и длительное пребывание под водой
508	2582	дельфин		0	13-22	Говорят, что дельфины, «разговаривающие» между собой с помощью ультразвука, в общении с человеком переходят на частоту его голоса
509	2583	дельфин		2	8-18	плавать дельфином
510	2584	дельфин		0	0-9	Дельфины спасают тонущих детей
511	2585	дельфин		3	5-15	Стая дельфинов
512	2586	дельфин		0	32-41	Неподалеку только что резвились дельфины, глянцевые черные тела изгибались пружинисто над водой
513	2587	дельфин		0	44-54	Таня выиграла у всех сверстниц 100-метровку дельфином, а Нана хорошо выступила в комплексном плавании
514	2588	дельфин		1	7-15	Стиль «дельфин»
515	2589	дельфин		0	33-43	Человек, который готовит номер с дельфином, во всем мире называется тренером, а не дрессировщиком
516	2590	дельфин		0	203-211	Но я критически оценила его плавание: голова на поверхности – это по-деревенски, и поэтому не удержалась и, рискуя застудить уши, продемонстрировала то, чему меня научили в институте: «кроль», «брасс», «дельфин»
517	2591	дельфин		0	0-9	Дельфины дружными стаями мчались за пароходом, то обгоняя его, то отставая, и по временам, как бы в безудержном припадке веселья, подскакивали, показывая лоснящиеся мокрые спины
518	2592	демократия		1	21-32	При представительной демократии граждане делегируют часть своих прав депутатам
519	2593	демократия		0	80-91	Следующие три дня на перекрестке не было даже регулировщика, и наступила полная демократия: все шли и ехали, как им захочется
520	2594	демократия		0	16-27	У нас на форуме демократия: можно писать все, что хочешь
521	2595	демократия		0	50-61	В наши дни шляпная мода представляет собой разгул демократии: носить можно все, что угодно
522	2596	демократия		0	26-37	В искусстве теперь полная демократия
523	2597	демократия		1	27-39	В нормальных парламентских демократиях бюджет всегда представляет правящая партия, с которой проект предварительно согласован
524	2598	демократия		1	12-23	Это молодые демократии так называемой «третьей волны», президентские республики с серьезными и весьма специфичными внутренними проблемами
525	2599	демократия		1	12-23	Европейские демократии
526	2600	демократия		0	0-11	Демократию Брюсов презирал. История культуры, которой он поклонялся, была для него историей «творцов», полубогов, стоящих вне толпы, ее презирающих, ею ненавидимых
527	2601	демократия		0	82-93	Я предлагаю выйти с плакатами на улицу, но родители девочек не верят в реальность демократии
528	2602	демократия		0	150-161	За столом каждый ел, что хотел и как хотел, но, не дай бог, сжульничать и пропустить положенный бокал. Этого вождь не любил. Таким образом, за столом демократия закусок уравновешивалась деспотией выпивки
529	2603	демократия		1	43-54	В высшем образовании Новой Зеландии полная демократия: сколько предметов изучать – студент решает сам
530	2604	демократия		1	42-54	По французской схеме между абсолютизмом и демократией лежала эпоха Просвещения
531	2605	демократия		1	38-49	Было начало девяностых. Перестройка и демократия создали новые возможности
532	2606	демократия		0	93-104	Большевики, почувствовав свою силу, а точнее, противостоящее им бессилие, перестали играть в демократию
533	2607	демократия		1	0-11	Демократия впервые возникла в античности
534	2608	демократия		1	64-75	Остальным боевикам на дипломатию и симпатии со стороны западных демократий уповать больше не стоит
535	2609	демократия		1	28-40	Самоуправление присуще всем демократиям мира
536	2610	день		7	0-5	день приема посетителей
537	2611	день		17	2-7,30-35	В день генеральной репетиции «Дней Турбиных» я был в сопровождении агента ОГПУ взят и подвергнут допросу
538	2612	день		17	43-48	Ему не придется порадоваться нашей гибели. Дней его осталось, как стрел в колчане после доброй войны
539	2613	день		3	7-12	В семь дней он уже улыбался
540	2614	день		6	8-12	считать дни
541	2615	день		17	8-13	В самый день моего поступления меня свела туда [на церковный чердак] заведующая хранением
542	2616	день		7	0-5	день открытия фестиваля
543	2617	день		19	9-14	Трудовой день в них [трудовых коммунах] длился 18-20 часов – вся жизнь людей состояла из выращивания риса
544	2618	день		8	39-44	На ее четырнадцатое рождение, в первый день 1949-го года, я подарил ей велосипед
545	2619	день		2	17-22	короткий осенний день
546	2620	день		1	58-63	И все-таки неожиданно кончилась война! Раз – и кончилась. День Победы помню ярко, но смутно
547	2621	день		14	35-39	Вторник и четверг – присутственные дни
548	2622	день		11	12-16	в ближайшие дни
549	2623	день		14	19-24	В пятницу отмечали День медика
550	2624	день		3	11-16	щенок пяти дней от роду
551	2625	день		14	46-51	Последний четверг каждого месяца – санитарный день
552	2626	день		13	10-14	Раз в три дня поезд пройдет, и все
553	2627	день		3	23-28	Ему исполнилось десять дней
554	2628	день		1	39-45	Но суббота и воскресенье были трудными днями, хотя он и любил утренники
555	2629	день		15	29-33	рассчитать продолжительность дня на планете
556	2630	день		1	15-19	Это было еще в дни моей юности, я тогда любил и был обманут
557	2631	день		15	44-49	Гусеница превращается в бабочку за двадцать дней
558	2632	день		11	38-42	Лучше разговор отложить до следующего дня
559	2633	день		9	0-4	дни и ночи
560	2634	день		5	0-5	День Железнодорожника
561	2635	день		15	13-18,128-133	Венерианский день примерно на 6,5 минуты длиннее ранее рассчитанного значения и составляет 243,023 дняГод на Венере короче, чем день, – он длится 225 земных суток
562	2636	день		12	64-69,90-95	Начальник клуба обязан был организовывать тематические вечера в День Советской Армии, и в День Победы
563	2637	день		14	0-4	Дни недели
564	2638	день		10	6-10	конец дня
565	2639	день		17	35-40	За толстыми кирпичными стенами […] день еще не чувствовался, словно все окна со всех четырех сторон выходили на север
566	2640	день		10	36-41	Он дал обет молчания до конца своих дней
567	2641	день		4	0-5	День смерти отца
568	2642	день		14	15-20	Среда – третий день недели
569	2643	день		8	10-14	подарок к дню рождения
570	2644	день		10	13-18,101-105	На следующий день Годунов сам появился на станции «Скорой помощи» – как раз к концу Юриного рабочего дня, который длился ровно сутки
571	2645	день		15	12-17	Марсианский день
572	2646	день		0		25 февраля 1917 года
573	2647	день		12	0-5	День Авиации
574	2648	день		17	3-7	Со дня приезда она ни разу не выходила в город
575	2649	день		16	7-12	Жаркий день
576	2650	день		13	11-15	Прошло три дня
577	2651	день		17	101-106	Короткий отдых кончился драматически: кот моментально исчез, и убитая горем мама несколько последних дней отпуска ходила по дачным улочкам, призывая беглеца: «Тики, Тики!»
578	2652	день		0	19-24	Четвертого июля, в День Независимости США, честь приготовления ленча была доверена Норману
579	2653	день		17	49-54	Вернулся […] в Москву, когда Катерине было сорок дней и вид у нее был уже весьма презентабельный
580	2654	день		17	26-30	Боцман очень устал за эти дни подготовки к выходу и даже на вид потерял энное количество веса
581	2655	день		2	7-12	летний день
582	2656	день		17	61-65	Ему самому, видно, захотелось высказать и то, что накипело в дни поражений и что наполняло его гордостью – наконец-то мы нанесли немцам сокрушающий удар
583	2657	день		1	58-62	Больше всего Ежик любил эти первые по-настоящему весенние дни!
584	2658	день		7	2-7	В день открытия конгресса был дан прием во Дворце съездов
585	2659	день		4	0-5	день смерти отца
586	2660	день		18	9-14	выходной день
587	2661	день		11	92-97	Я не имею возможности теперь непосредственно руководить Добровольческой армией, но до конца дней моих она останется родной и близкой моему сердцу
588	2662	день		17	10-14	Через три дня платье будет готово
589	2663	день		9	7-13	Целыми днями бродил он по тайге, приходил усталый, неудовлетворенный
590	2664	день		9	2-7	В день отъезда утром светила луна. Солнце встало в белесой мути
591	2665	день		8	0-5	День рождения
592	2666	день		16	7-12	шестой день поста
593	2667	день		3	13-18	Ребенку семь дней
594	2668	день		19	8-13	Рабочий день
595	2669	день		0	0-5	день на Плутоне
596	2670	день		0	57-61	На празднование Нового года […] отведено два календарных дня
597	2671	день		17	66-71	Я хожу по комнате с плачущей Анечкой на руках (ей всего несколько дней)
598	2672	день		7	32-36	Выставка посвящена 150-летию со дня рождения писателя
599	2673	деньги		1	17-23	Эмиссия наличных денег осуществляется Центральным банком
600	2674	деньги		1	21-27	Ремонт стоит больших денег
601	2675	деньги		1	29-35	Продай мне эти бурки. Я тебе денег дам. Сто рублей
602	2676	деньги		1	12-19	Я вам плачу деньги, а вы делайте свое дело
603	2677	деньги		2	59-66	Газету сняли, но в пачке оказались не рубли, а неизвестные деньги, не то синие, не то зеленые, и с изображением какого-то старика
604	2678	деньги		3	3-10	За деньги они готовы на все
605	2679	деньги		2	52-59	Глебов пошевелил пальцами в кармане брюк, нащупывая деньги
606	2680	деньги		1	29-35	За такую работу платят много денег
607	2681	деньги		0	27-34	Он не работал, конечно, но деньги откуда-то у него были
608	2682	деньги		1	0-6	Денег он получал в месяц тридцать рублей – на три килограмма сахара, и то не наличными
609	2683	деньги		2	0-7	Деньги он хранил в правом ящике стола
610	2684	деньги		2	32-39	О, мне эти интеллигенты: кто же деньги кладет в чемодан!
611	2685	деньги		1	21-28	Бутылки сдам, на эти деньги куплю вина
612	2686	деньги		3	16-23	Кассирша менять деньги отказалась, резонно заметив, что мелочь ей нужна больше, чем мне
613	2687	деньги		1	35-41	Платят им только золотом, бумажных денег они не берут
614	2688	деньги		0	26-35	У южноамериканских племен деньгами служили ракушки и жемчужины
615	2689	деньги		0	12-19,25-33	Куда уходят деньги? Не в деньгах счастье
616	2690	деньги		0	0-6	Денег больших переводческая работа в Америке не сулит
617	2691	деревня		5	28-36	Будете искать, я на вас всю деревню подниму
618	2692	деревня		6	22-30	Лето дети проводили в деревне
619	2693	деревня		1	115-123	«Митрич», здоровенный, коренастый матрос и, судя по сизому носу, отчаянный пьяница, отвечает грубоватым голосом: – Деревня ты как есть глупая!
620	2694	деревня		4	8-16	Город и деревня
621	2695	деревня		3	12-20	возрождение деревни
622	2696	деревня		2	120-129	Я когда в комсомол поступал мальчишкой-пионером, меня спросили на комсомольском собрании: какая разница между городом и деревней? Я ответил: никакой… Меня поправили: будет никакой
623	2697	деревня		0	6-14	Ну ты деревня!
624	2698	деревня		1	11-19	быт старой деревни
625	2699	деревня		2	45-53	Но вот-вот станет она кандидатом наук, и вся деревня скажет: для чего ж училась девка? – за агронома вышла
626	2700	деревня		3	104-112	Придется по-новому обратиться к природе, к сельскому хозяйству, к ремеслам. Город должен приблизиться к деревне
627	2701	деревня		0	22-30	Там уже собралась вся деревня, а может, и все население острова
628	2702	деревня		0	12-21	В некоторых деревнях нашего района после грозы перебои с электричеством
629	2703	деревня		0	67-75	Девять с половиной часов мы ехали в поезде, а затем, от станции до деревни, еще три часа на попутном грузовике
630	2704	деревня		1	28-36	Он вырос в глухой сибирской деревне
631	2705	деревня		6	30-38	Тома была городской девочкой, деревню ненавидела, можно сказать, по личным причинам
632	2706	деревня		5	4-12	Вся деревня высыпала на улицу
633	2707	деревня		4	4-12	Вот деревня, ничего не знает!
634	2708	деревня		6	99-107	Ирина с Алей поселились в их двухкомнатной квартире, в районе Братеева. Братеево – название бывшей деревни
635	2709	деревня		4	29-37	Я здешний. Из вашего района, деревня Листвянка
636	2710	деревня		0	108-116	Но через час все Заречье будет знать, что трактористы утопили машину, и на берегу соберется добрая половина деревни
637	2711	деревня		2	27-35	С нее что взять? Дура вот, деревня, словом сказать
638	2712	деревня		6	52-61	Вся полосухинская родня была тверская, но из разных деревень – из материнской и отцовской
639	2713	деревня		1	112-120	Русоголовый мальчик перед войной карандашиком так точно срисовывал по клеточкам усатого человека, что маленькая деревня ахнула
640	2714	деревня		0	92-101	Глядя на сегодняшнюю Ирландию, трудно себе представить, что […] еще 10 лет назад не во всех деревнях было электричество
641	2715	деревня		6	36-44	Мне надо молодую жену к родителям в деревню свозить
642	2716	деревня		1	145-153	– Да как их едят-то, прах его возьми, – не знаю! – сокрушалась Маша Рыжова, с жадностью поглядывая на невиданный ею плод. – Ах, боже ты мой, вот деревня-то!
643	2717	деревня		1	46-54	Разве можно оружие бросать? Да еще в бою… Эх, деревня…
644	2718	деревня		2	4-12	Вся деревня только об этом и говорит
645	2719	десант		0	0-7	Десант высаживался под прикрытием ударов авиации
646	2720	десант		1	8-15	выслать десант на конференцию
647	2721	десант		0	24-31	В легионе 4 рода войск: десант, пехота, саперы и танкисты
648	2722	десант		1	96-103	Через два или три года новое свидание с флотом, участие в адмиральских учениях на Тихом океане, десант на какой-то остров
649	2723	десант		1	34-41	В конце ноября в Москве высадился десант венесуэльских чиновников и бизнесменов, возглавляемый президентом страны
650	2724	десант		1	0-7	Десант насчитывает семь человек
651	2725	десант		0	19-27	Тактика воздушного десанта
652	2726	десант		1	0-7	десант российских болельщиков в Англию
653	2727	десант		0	23-30	Призванный в воздушный десант не может раз подтянуться на турнике
654	2728	десант		1	96-103	Эти трое – Юлик, Андрей и Сережа – были дружны задолго до того, как мы высадили в их мирок свой десант
655	2729	десант		0	12-19	Возможен ли десант на эту территорию?
656	2730	десант		1	58-65	В правительственной ложе Совета Федерации высадился целый десант правительственных чиновников
657	2731	десант		1	21-28	Там как раз в Кипино десант готовился: аэросани вдоль всей улицы стоят, моторы работают
658	2732	десант		1	67-74	Шесть лет назад, в 56-м, на Кубу высадился небольшой революционный десант
659	2733	десант		1	0-7	Десант кинематографистов в провинцию
660	2734	десант		0	8-16	Высадка десанта союзников на севере Франции
661	2735	десант		1	56-64	В августе 1920 г. училище участвовало в двадцатидневном десанте на Кубани
662	2736	десант		1	57-65	Можно представить себе, как местные мужички обрадовались десанту девушек, прибывшему на Колыму не как-нибудь, а по доброй воле
663	2737	десант		1	107-117	И ученые-чеховеды, и СМИ, и обычные зрители десять дней подряд шли и ехали в Мелихово, высаживаясь шумными десантами в тихой подмосковной усадьбе
664	2738	десант		1	18-25	Этим, разумеется, десант современного искусства не ограничится
665	2739	десерт		0	3-10	На десерт ведущие программы приберегали какой-нибудь курьез
666	2740	десерт		0	55-62	Можно даже предположить, что такой сюрприз берегли «на десерт» – к открытию автосалона
667	2741	десерт		3	3-10	На десерт – пирожные, мороженое, фрукты
668	2742	десерт		1	11-18	Кофе, чай, десерт не желаете? – поинтересовался официант
669	2743	десерт		2	87-95	Вышколенные официанты сновали между столов, убирая лишнюю посуду, – приближалось время десерта
670	2744	десерт		0	59-66	Историю с покушением на Максима Самохина она приберегла на десерт
671	2745	десерт		2	20-27	Торжественно внесли десерт
672	2746	десерт		3	87-94	В Древнем Египте белокочанная капуста считалась изысканным блюдом, которое подавали на десерт
673	2747	десерт		3	5-12	Твой десерт – несладкие фрукты и овощные соки
674	2748	десерт		1	39-46	Люди, пришедшие после нас, уже доедали десерт
675	2749	десерт		0	3-10	На десерт показали лазерное шоу
676	2750	десерт		1	3-12	За десертом мы перешли к обсуждению нашего дела
677	2751	десерт		3	17-26	Во Франции перед десертом часто подают сыр
678	2752	десерт		1	69-76	– И что, Николя, вы никогда не бывали в Париже? – Я оставил Париж на десерт, – скромно отвечал я
679	2753	десерт		1	3-11	От десерта мы отказались и просто выпили чаю
680	2754	десерт		2	94-101	Повозили туда, сюда, повыступал он в залах и комнатах, в разных цехах и кооперативах, наконец десерт – неделя на море
681	2755	десерт		0		Слухи о том, что западные автокомпании прекращают импорт своей продукции в Россию, ходили уже несколько дней, однако официально эту информацию никто не подтверждал
682	2756	деталь		2	26-33	Важно правильно подобрать детали интерьера
683	2757	деталь		3	0-7	Детали можно обговорить позднее
684	2758	деталь		4	22-29	Запомнилась небольшая деталь
685	2759	деталь		3	0-7	Детали решения пока не сообщаются
686	2760	деталь		0	6-13	Яркая деталь костюма
687	2761	деталь		1	31-39	Электроника станет неприметной деталью одежды, легкой, миниатюрной, плотно прилегающей к телу
688	2762	деталь		0	71-79	Я вернулась домой, как в сказке, – подруги продумали все до мельчайших деталей: пеленки, распашонки, зайчики, мишки
689	2763	деталь		1	7-14	Снятые детали промойте теплой водой, протрите сухой мягкой тканью
690	2764	деталь		4	61-70	Рассказывала Мур разбросанно, избирательно, сыпала именами и деталями, но картина перед Мареком рисовалась с полной отчетливостью
691	2765	деталь		2	12-19	Необходимые детали можно заказать у изготовителя
692	2766	деталь		2	37-45	В середине девяностых выпуском новых деталей занялись непрофильные заводы
693	2767	деталь		1	35-42	Осторожно, игрушка содержит мелкие детали
694	2768	деталь		3	19-27	Там же они во всех деталях познакомились с проектом железной дороги
695	2769	деталь		2	27-34	Арт зорким глазом подмечал детали интерьера, чтобы либо внедрить в собственный быт, либо категорически отвергнуть
696	2770	деталь		3	85-92	За ужином все вели себя как ни в чем не бывало и вполне мирно обсуждали практические детали переезда
697	2771	деталь		1	70-77	Гниль и воровство, цветущее в сибирской флотилии, есть лишь маленькая деталь общей картины разложения
698	2772	деталь		0	41-48	В знак служения ей он прикреплял к шлему деталь туалета своей госпожи – перчатку, вуаль или даже туфельку
699	2773	деталь		0	44-51,54-62	Я выложил перед нею – предмет за предметом, деталь за деталью – все, что она была должна надеть
700	2774	деталь		4	66-74	Рассказывал он, как всегда, превосходно, со множеством колоритных деталей
701	2775	деталь		1	82-90	Вообще швейная машинка – очень серьезный агрегат, там около ста пятидесяти мелких деталей, масса сложных механизмов
702	2776	деталь		2	9-16,109-116	Основные детали куклы не сшивались. При ее изготовлении использовалась традиционная техника продевания одной детали в другую
703	2777	детектив		0	81-91	В ее жизни многое изменилось – она была разжалована из агента ФБР в полицейского детектива
704	2778	детектив		0	70-80	Я зарабатывал тогда ремеслом «практикующего юриста», то есть частного детектива
705	2779	детектив		1	33-44	Весь мой опыт по этой части – из детективов и криминальной хроники
706	2780	детектив		1	20-31	Выходит новая серия детективов о сыщике из Бергена
707	2781	детектив		1	15-24	Козак поставил детектив, но спектакль при этом оказался чрезвычайно качественным
708	2782	детектив		0	18-27	Этот доморощенный детектив уже на первом свидании попытается выяснить, хорошо ли ты зарабатываешь, имеешь ли собственную жилплощадь, есть ли у тебя машина
709	2783	детектив		1	24-34	Но дотошные полицейские детективы обнаружили синяки на руках и ногах погибшей
710	2784	детектив		1	24-33	Классический английский детектив
711	2785	детектив		0	32-42	Расследование убийства поручили детективу Спунеру
712	2786	детектив		1	91-101	«Дневник камикадзе» Дмитрия Месхиева представляет собой психологическую драму с элементами детектива
713	2787	детектив		1	29-41	Саша еще в детстве увлекался детективами и до самозабвения зачитывался Конан Дойлом
714	2788	детектив		1	43-52	В серии «Классика европейского кино» вышел детектив Хосе Джованни «Двое в городе»
715	2789	детектив		0	25-35	Пришлось нанять частного детектива
716	2790	дети		1	0-5	Дети своего времени, они лишь разделяли общие заблуждения и предрассудки
717	2791	дети		0	11-17	У нее трое детей: две дочери и сын
718	2792	дети		0	28-33,43-49,59-64	Но после сестер остались их дети, и у этих детей тоже были дети
719	2793	дети		1	46-53,73-80	Новые люди не верили в революцию, они не были детьми революции, они были детьми созданного ею государства
720	2794	дети		2	0-6,70-75	Детей у нее не было, но она от этого не очень страдала: ученики – это дети в квадрате
721	2795	дети		1	0-5	дети разных народов
722	2796	дети		0	40-45	Ей лет сорок шесть, сорок семь. Старшие дети давно женились, живут отдельно
723	2797	дети		2	43-48	А вообще-то мы балтийцы, – сказал Игорь, – дети седой Балтики, так сказать
724	2798	дети		2	13-19	У брата двое детей – большие уже: один в институте учится, другая десятилетку заканчивает
725	2799	дети		2	79-86	Мы сидели молча рядом, подавленные гением Гоголя и в то же время чувствуя себя детьми великой русской литературы
726	2800	дети		1	12-17	Мы такие же дети Европы, как и все прочие европейские народы
727	2801	дети		2	3-8	Мы дети мелких служащих, учителей, акцизных чиновников, ремесленников
728	2802	дети		3	0-5	Дети двадцатого века
729	2803	дети		0	0-5	Дети давно не навещали родителей, живущих в деревне
730	2804	деятельность		0	5-18	Круг деятельности Торопецкой был чрезвычайно обширен. В этом я убедился по телефонным звонкам
731	2805	деятельность		1	13-26	мыслительная деятельность
732	2806	деятельность		0	64-77	Хотя Алена не хотела рожать, природа работала как часы, родовая деятельность нарастала
733	2807	деятельность		6	52-65	Острое алкогольное отравление. Ослабление сердечной деятельности, пульс слабого наполнения
734	2808	деятельность		2	10-23	Врачебная деятельность
735	2809	деятельность		1	15-28	Высшая нервная деятельность
736	2810	деятельность		0	67-81	Предстоит выяснить, связано ли это преступление с профессиональной деятельностью журналиста
737	2811	деятельность		0	40-53	Артист объявил о прекращении концертной деятельности
738	2812	деятельность		0	33-47	Затем прокуроры заинтересовались деятельностью компании «Илим Палп»
739	2813	деятельность		4	0-13	деятельность партий
740	2814	деятельность		0	10-23	Любой вид деятельности или бездеятельности в нашей стране равно опасен и чреват последствиями
741	2815	деятельность		3	10-23	видимость деятельности
742	2816	деятельность		1	164-177	Для того, любезнейший Илья Афанасьевич, человеку и дана лобная часть коры головного мозга, где, согласно новейшим научным гипотезам, сосредоточена вся мыслительная деятельность
743	2817	деятельность		0	33-46	Расскажите о своей антисоветской деятельности в музее
744	2818	деятельность		0	45-58	Никаких свидетельств причастности генерала к деятельности заговорщиков до путча нет
745	2819	деятельность		5	6-19	жажда деятельности
746	2820	деятельность		6	0-13	деятельность сердца
747	2821	диагональ		0	33-43	В его каморке от угла к углу, по диагонали, была обозначена в каменном полу углубленная дорожка
748	2822	диагональ		0	6-16	Любая диагональ делит параллелограмм на два равных треугольника
749	2823	диагональ		1	51-62	Для игр и фильмов можно приобрести экран с большей диагональю
750	2824	диагональ		0	21-32	У пятиугольника пять диагоналей
751	2825	диагональ		0	55-65	Готовим 34 квадрата ткани-основы: складываем каждый по диагонали и проглаживаем
752	2826	диагональ		1	10-21	Матрица с диагональю 15 дюймов обеспечивает разрешение 1400×1050 точек
753	2827	диагональ		0	85-95	Но вавилоняне знали и приемы приближенного вычисления квадратного корня, напр. длины диагонали квадрата с данной стороной
754	2828	диагональ		0	59-71	Постройте параллелограмм по высоте, основанию и углу между диагоналями
755	2829	диагональ		1	63-73	Не хватало места даже поставить у стенки кровать, надо было по диагонали
756	2830	диагональ		0	25-35	Сказав так, вдова прошла диагональ кабинета к портьере
757	2831	диагональ		0	23-33	Перейти перекресток по диагонали
758	2832	диагональ		1	38-49	У нового телефона сенсорный дисплей с диагональю 3 дюйма
759	2833	диагональ		0	23-34	Какое наибольшее число диагоналей можно провести на [шахматной] доске, чтобы никакие две из них не имели общих точек?
760	2834	диагональ		0	60-70	Фишки можно передвигать по горизонтали, по вертикали или по диагонали
761	2835	диагональ		1	12-23	Телевизор с диагональю 19 дюймов
762	2836	диво		0	0-5	Диво ли, что тут начинают плясать магнитные стрелки?
763	2837	диво		0	37-42	Ребятишек бесштанных увидеть было не диво, и в избу, как, бывало, войдешь, так даже дух захватит от удушающей комбинации запахов
764	2838	диво		3	0-5	диво, что когда-то женился на этой злюке
765	2839	диво		0	9-14	От этого дива глаз не оторвать!
766	2840	диво		3	3-8	Не диво, что он оставил жену,
767	2841	диво		0	19-24	Дед оторопел бы от дива такого и не знал бы, как ему быть. […] Где это видано, чтобы голова была человечья, а тело рыбье?
768	2842	диво		2		Воля и труд человека / Дивные дивы творят
769	2843	диво		4	10-15	Заморское диво
770	2844	диво		0	172-177	Рассчитавшись с продавцом и запихав горшок с растением в сумку, он […] побежал на платформу, позабыв даже поинтересоваться, какого ухода требует приобретенное экзотическое диво
771	2845	диво		0	9-14	Разве не диво, что мужичок ловит удочкой рыбу в колодце?
772	2846	диво		1	7-12	Что за диво эта вышивка !
773	2847	диво		0	26-31	Дибров] сказал, что не то диво, что кукушка по чужим гнездам лазит, а то, почему своего не вьет
774	2848	диво		2	121-126,184-189	Прочитал он нам однажды повесть Лескова «Левша» – страшный, хотя и веселый рассказ о том, как английские мастера создали диво дивное – заводную блоху, как русские подковали это дивное диво
775	2849	диво		2	0-5	Диво дивное, чудо чудное
776	2850	диво		0	18-23	И вдруг случилось диво: с Лубянки, откуда никого добром не выпускают, – Руську выпустили
777	2851	диво		0	20-25,37-42	Выходит, тунгусское диво – совсем не диво и может в любой момент повториться
778	2852	диво		5	18-23	посмотреть на это диво
779	2853	диета		2	61-67	Мама время от времени устраивала себе разгрузку, садилась на диету и три дня подряд ела несоленый рис
780	2854	диета		2	43-49	Врачи прописали мне помимо лекарств режим, диету, избегать волнений и стрессов и прочее
781	2855	диета		2	22-28	Придерживаюсь строгой диеты по рекомендации моего постоянного врача Маргариты Королевой: не ем после шести вечера, не употребляю жареного, из белковой пищи предпочитаю рыбу, а нужные калории восполняю овощами и фруктами
782	2856	диета		2	50-57	Гастрономическая» теория предполагает связь между диетой будущей мамы и рождением мальчика или девочки
783	2857	диета		1	14-20	разнообразить диету
784	2858	диета		3	24-30	Мучное мне нельзя, я на диете
785	2859	диета		2	67-73	Перед операцией его посадили на укрепляющие средства и специальную диету
786	2860	диета		2	34-40	Естественно, задача унифицировать диету европейцев не стоит
787	2861	диета		2	36-42	При аллергии важно строго соблюдать диету
788	2862	диета		2	77-83	Исследования, проведенные на 4 хищных видах веснянок Приморья, показали, что диета их в течение года заметно меняется
